Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Mozambique,MOZ,13.2,..,..,..,..,9.8,..,..,..,..,8.2,..,..,..,..,7.4,7.4,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Myanmar,MMR,4.2,..,..,..,..,5.4,..,..,..,..,5.6,..,..,..,..,5.8,5.9,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Namibia,NAM,17.8,..,..,..,..,16.9,..,..,..,..,16.9,..,..,..,..,14.5,14.1,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Nepal,NPL,16.8,..,..,..,..,13,..,..,..,..,10.7,..,..,..,..,10,9.7,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Netherlands,NLD,13.1,..,..,..,..,13.5,..,..,..,..,14,..,..,..,..,16,16.2,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,New Zealand,NZL,21.2,..,..,..,..,19.7,..,..,..,..,18.6,..,..,..,..,17.9,17.9,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Nicaragua,NIC,26.2,..,..,..,..,21.8,..,..,..,..,19.3,..,..,..,..,19.3,19.3,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Niger,NER,5.6,..,..,..,..,6.1,..,..,..,..,6.1,..,..,..,..,6,5.9,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Nigeria,NGA,9.3,..,..,..,..,9.2,..,..,..,..,9,..,..,..,..,9.7,9.9,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,North Macedonia,MKD,10.7,..,..,..,..,10.4,..,..,..,..,8.4,..,..,..,..,11.7,11.9,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Norway,NOR,19.5,..,..,..,..,16.5,..,..,..,..,16.5,..,..,..,..,15.6,15.9,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Oman,OMN,6.6,..,..,..,..,5.3,..,..,..,..,5.5,..,..,..,..,5.9,5.6,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Pakistan,PAK,2.9,..,..,..,..,3,..,..,..,..,2.8,..,..,..,..,2.8,2.7,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Panama,PAN,10.4,..,..,..,..,10.7,..,..,..,..,8.6,..,..,..,..,6.5,7.4,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Papua New Guinea,PNG,9.8,..,..,..,..,8.1,..,..,..,..,7.6,..,..,..,..,8.5,8.6,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Paraguay,PRY,13.9,..,..,..,..,13.3,..,..,..,..,12.2,..,..,..,..,13,12.4,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Peru,PER,7.3,..,..,..,..,6.6,..,..,..,..,6.7,..,..,..,..,7.2,7.2,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Philippines,PHL,3.5,..,..,..,..,3.7,..,..,..,..,4.7,..,..,..,..,4.5,4.3,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Poland,POL,29,..,..,..,..,31.1,..,..,..,..,33.4,..,..,..,..,28.4,28.9,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Portugal,PRT,12.2,..,..,..,..,17.4,..,..,..,..,21.1,..,..,..,..,22,22.2,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Qatar,QAT,4.7,..,..,..,..,4.4,..,..,..,..,7.7,..,..,..,..,8.3,8.5,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Romania,ROU,22.1,..,..,..,..,20.9,..,..,..,..,23.9,..,..,..,..,20.3,17.9,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Russian Federation,RUS,93.5,..,..,..,..,92.5,..,..,..,..,71.7,..,..,..,..,57.8,55.9,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Rwanda,RWA,19,..,..,..,..,14,..,..,..,..,10.7,..,..,..,..,9.7,9.7,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Samoa,WSM,12.6,..,..,..,..,10,..,..,..,..,7.8,..,..,..,..,6.8,6.7,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Sao Tome and Principe,STP,2.7,..,..,..,..,2.4,..,..,..,..,2.7,..,..,..,..,3,3,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Saudi Arabia,SAU,4.2,..,..,..,..,4.4,..,..,..,..,5,..,..,..,..,4.4,4.5,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Senegal,SEN,11.4,..,..,..,..,12,..,..,..,..,10.4,..,..,..,..,9.6,9.3,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Serbia,SRB,29.8,..,..,..,..,26.8,..,..,..,..,23.9,..,..,..,..,22.3,23.5,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Seychelles,SYC,15,..,..,..,..,15.8,..,..,..,..,15.9,..,..,..,..,16.5,16.4,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Sierra Leone,SLE,13.2,..,..,..,..,12.7,..,..,..,..,10.8,..,..,..,..,10.8,11.3,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Singapore,SGP,16.2,..,..,..,..,15.7,..,..,..,..,13,..,..,..,..,12.1,13.8,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Slovak Republic,SVK,24.2,..,..,..,..,24.3,..,..,..,..,24.4,..,..,..,..,22.6,22.7,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Slovenia,SVN,48,..,..,..,..,42.9,..,..,..,..,34,..,..,..,..,33.3,30.4,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Solomon Islands,SLB,14.5,..,..,..,..,10.3,..,..,..,..,8,..,..,..,..,7,6.8,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Somalia,SOM,6.2,..,..,..,..,6.5,..,..,..,..,5.7,..,..,..,..,6.3,6.3,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,South Africa,ZAF,17.7,..,..,..,..,18.2,..,..,..,..,19.2,..,..,..,..,19,18.7,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,South Sudan,SSD,6.3,..,..,..,..,6.1,..,..,..,..,5.4,..,..,..,..,4.7,4.9,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Spain,ESP,13.1,..,..,..,..,12.2,..,..,..,..,10.9,..,..,..,..,12,13.1,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Sri Lanka,LKA,44.5,..,..,..,..,37,..,..,..,..,30.4,..,..,..,..,24,23.5,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,St. Lucia,LCA,10.9,..,..,..,..,6.1,..,..,..,..,10.8,..,..,..,..,13.6,13.5,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,St. Vincent and the Grenadines,VCT,11.5,..,..,..,..,16.7,..,..,..,..,6,..,..,..,..,4.4,3.9,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Sudan,SDN,12,..,..,..,..,12.7,..,..,..,..,11.9,..,..,..,..,12.1,12.2,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Suriname,SUR,36.4,..,..,..,..,42.1,..,..,..,..,40.9,..,..,..,..,36.3,34.7,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Sweden,SWE,20.5,..,..,..,..,21.6,..,..,..,..,21,..,..,..,..,20.9,19.1,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Switzerland,CHE,29.7,..,..,..,..,27,..,..,..,..,21.1,..,..,..,..,22,22,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Syrian Arab Republic,SYR,2.1,..,..,..,..,2.5,..,..,..,..,3,..,..,..,..,2.9,2.9,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Tajikistan,TJK,4.3,..,..,..,..,4.2,..,..,..,..,3.6,..,..,..,..,3.7,3.7,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Tanzania,TZA,10,..,..,..,..,7.9,..,..,..,..,7.5,..,..,..,..,7.6,7.7,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Thailand,THA,24.2,..,..,..,..,19.4,..,..,..,..,22.6,..,..,..,..,23.6,23.4,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Timor-Leste,TLS,12.7,..,..,..,..,8.3,..,..,..,..,7.3,..,..,..,..,6.2,6.2,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Togo,TGO,12.8,..,..,..,..,13.3,..,..,..,..,12.9,..,..,..,..,12.5,12.8,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Tonga,TON,3.9,..,..,..,..,4,..,..,..,..,4.3,..,..,..,..,4.2,4.3,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Trinidad and Tobago,TTO,23.3,..,..,..,..,19.4,..,..,..,..,23.6,..,..,..,..,22.9,23,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Tunisia,TUN,4.9,..,..,..,..,5.1,..,..,..,..,5,..,..,..,..,4.5,4.4,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Turkey,TUR,11.5,..,..,..,..,12.2,..,..,..,..,13.1,..,..,..,..,11.4,11.4,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Turkmenistan,TKM,14.6,..,..,..,..,18.8,..,..,..,..,11.7,..,..,..,..,10.8,10.1,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Uganda,UGA,11,..,..,..,..,10.6,..,..,..,..,10.6,..,..,..,..,10.6,10.7,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Ukraine,UKR,65.1,..,..,..,..,62,..,..,..,..,48.9,..,..,..,..,42,41.1,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,United Arab Emirates,ARE,4.2,..,..,..,..,4.1,..,..,..,..,3.8,..,..,..,..,3.6,3.6,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,United Kingdom,GBR,13.7,..,..,..,..,12,..,..,..,..,11.9,..,..,..,..,13.1,13.5,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,United States,USA,17.9,..,..,..,..,18.6,..,..,..,..,20.7,..,..,..,..,23,23.6,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Uruguay,URY,29.4,..,..,..,..,24.2,..,..,..,..,26.3,..,..,..,..,31.4,29.2,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Uzbekistan,UZB,11.3,..,..,..,..,8.9,..,..,..,..,8.3,..,..,..,..,10,9.9,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Vanuatu,VUT,10.2,..,..,..,..,8.3,..,..,..,..,7.5,..,..,..,..,6.8,6.6,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,"Venezuela, RB",VEN,13.8,..,..,..,..,9.7,..,..,..,..,7.2,..,..,..,..,6.4,6.3,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Vietnam,VNM,10,..,..,..,..,10.1,..,..,..,..,10.5,..,..,..,..,10.8,10.9,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,"Yemen, Rep.",YEM,9.2,..,..,..,..,11,..,..,..,..,11.8,..,..,..,..,11.4,11.3,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Zambia,ZMB,11.8,..,..,..,..,9.3,..,..,..,..,9,..,..,..,..,8.7,8.8,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Zimbabwe,ZWE,20.6,..,..,..,..,21.7,..,..,..,..,18.1,..,..,..,..,15.5,15.7,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Arab World,ARB,5.81890473541918,..,..,..,..,5.87173442760473,..,..,..,..,5.8035223519656,..,..,..,..,5.82983582675443,5.95313207307666,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Caribbean small states,CSS,14.1839401284319,..,..,..,..,13.5713812076342,..,..,..,..,14.4901365505611,..,..,..,..,14.4005135323481,14.3279177073848,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Central Europe and the Baltics,CEB,32.3475846937558,..,..,..,..,30.7068847762706,..,..,..,..,31.0252297333555,..,..,..,..,26.5889344189026,25.8542037577835,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Early-demographic dividend,EAR,12.5391139891744,..,..,..,..,12.2397571438465,..,..,..,..,11.8602806393059,..,..,..,..,11.8658445835055,11.7215514857081,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,East Asia & Pacific,EAS,12.2784310482273,..,..,..,..,11.7734641300017,..,..,..,..,11.4330840837514,..,..,..,..,10.5747341401356,10.5619664366342,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,East Asia & Pacific (excluding high income),EAP,10.3772834553945,..,..,..,..,9.45216074874301,..,..,..,..,9.01991232533037,..,..,..,..,8.71232626404593,8.83342985701868,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,East Asia & Pacific (IDA & IBRD countries),TEA,10.3537244094577,..,..,..,..,9.40869025488266,..,..,..,..,8.95223995197411,..,..,..,..,8.64518237908406,8.77027826012077,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Euro area,EMU,21.2760394319093,..,..,..,..,19.7559120202605,..,..,..,..,19.3351257609318,..,..,..,..,18.6369496506669,18.7262007260046,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Europe & Central Asia,ECS,35.9074370648389,..,..,..,..,34.1918124466336,..,..,..,..,29.3502895211829,..,..,..,..,25.3663444820245,24.8906867367027,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Europe & Central Asia (excluding high income),ECA,54.90252742917,..,..,..,..,53.0758045281288,..,..,..,..,41.9192017842632,..,..,..,..,33.8339505923877,32.729782352304,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Europe & Central Asia (IDA & IBRD countries),TEC,50.6170892046709,..,..,..,..,49.2777967234124,..,..,..,..,40.1929631566178,..,..,..,..,32.6984928835047,31.6827781570679,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,European Union,EUU,23.0944750491314,..,..,..,..,21.6846187374114,..,..,..,..,21.4985185021095,..,..,..,..,19.9915966540214,19.8952564612073,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Fragile and conflict affected situations,FCS,9.34698241538041,..,..,..,..,9.14304820488657,..,..,..,..,8.67350566491873,..,..,..,..,8.79434495597531,8.87513716148672,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Heavily indebted poor countries (HIPC),HPC,11.0777739716944,..,..,..,..,10.6160198938338,..,..,..,..,10.0420857174182,..,..,..,..,10.0275444310402,10.047224727534,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,High income,HIC,21.6403318893358,..,..,..,..,21.7382675083103,..,..,..,..,22.1520859810763,..,..,..,..,20.9869085956978,20.8830523367637,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,IBRD only,IBD,16.7696757575482,..,..,..,..,15.883313297592,..,..,..,..,14.535880253346,..,..,..,..,13.7628214165884,13.6127255925093,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,IDA & IBRD total,IBT,15.0551517795678,..,..,..,..,14.1870643994445,..,..,..,..,12.9748615829936,..,..,..,..,12.3588959074372,12.2415133099002,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,IDA blend,IDB,7.43313789982418,..,..,..,..,7.08243833912863,..,..,..,..,6.66631260739158,..,..,..,..,7.01559222642115,7.05130794090525,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,IDA only,IDX,9.26327366432027,..,..,..,..,8.83053365448909,..,..,..,..,8.45277126360428,..,..,..,..,8.55314976639848,8.59393190845338,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,IDA total,IDA,8.64491635571139,..,..,..,..,8.24189686850888,..,..,..,..,7.84862583576655,..,..,..,..,8.02997430721822,8.06870430407753,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Late-demographic dividend,LTE,17.9414904459653,..,..,..,..,16.6696423627092,..,..,..,..,14.7500281340066,..,..,..,..,13.4265151220475,13.3451363144335,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Latin America & Caribbean,LCN,10.1760607433328,..,..,..,..,10.0255788871011,..,..,..,..,10.1890002061777,..,..,..,..,11.0794480139394,10.7249783438726,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Latin America & Caribbean (excluding high income),LAC,9.75500874142999,..,..,..,..,9.68077092347321,..,..,..,..,9.78653995361306,..,..,..,..,10.7845286890802,10.4288916572735,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Latin America & the Caribbean (IDA & IBRD countries),TLA,9.86032793689158,..,..,..,..,9.83481174838848,..,..,..,..,9.94950141615737,..,..,..,..,10.8868320572565,10.5215894811762,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Least developed countries: UN classification,LDC,9.35770206808712,..,..,..,..,8.83174332149015,..,..,..,..,8.30814892080166,..,..,..,..,8.29331523173524,8.3046928067193,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Low & middle income,LMY,14.8961651401078,..,..,..,..,14.0237696483347,..,..,..,..,12.7959032511469,..,..,..,..,12.2308183928306,12.1204033423262,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Low income,LIC,10.1328640525323,..,..,..,..,9.95829658573665,..,..,..,..,9.4279752166191,..,..,..,..,9.31043440861744,9.32806601926406,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Lower middle income,LMC,14.6723167335471,..,..,..,..,13.9161725534442,..,..,..,..,13.2095090437992,..,..,..,..,13.1411266470013,13.0107797851991,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Middle East & North Africa,MEA,6.69709720455901,..,..,..,..,6.807967704155,..,..,..,..,5.93960887999113,..,..,..,..,5.13347609606225,5.24389455644351,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Middle East & North Africa (excluding high income),MNA,6.85674276191716,..,..,..,..,7.02611669328969,..,..,..,..,5.98680145373777,..,..,..,..,5.16432400255414,5.277410972121,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Middle East & North Africa (IDA & IBRD countries),TMN,6.85674276191716,..,..,..,..,7.02611669328969,..,..,..,..,5.98680145373777,..,..,..,..,5.16432400255414,5.277410972121,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Middle income,MIC,15.3031887016528,..,..,..,..,14.3999676841737,..,..,..,..,13.1331368240344,..,..,..,..,12.5448168866767,12.4250194533371,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,North America,NAC,18.0675973755161,..,..,..,..,18.688908297674,..,..,..,..,20.5309269064302,..,..,..,..,22.5179837410895,23.0456749714703,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,OECD members,OED,19.9933243406712,..,..,..,..,20.2353987255628,..,..,..,..,20.7903065826062,..,..,..,..,19.9355770664918,19.7374486846749,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Other small states,OSS,14.8600772142535,..,..,..,..,13.2810221574371,..,..,..,..,12.6429249383798,..,..,..,..,12.1061883106409,12.2018459711708,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Pacific island small states,PSS,9.79611428954216,..,..,..,..,8.1968082407367,..,..,..,..,8.5273469429402,..,..,..,..,8.28564582235085,8.18260625873346,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Post-demographic dividend,PST,24.5382313021127,..,..,..,..,24.4262568548799,..,..,..,..,24.2021056308985,..,..,..,..,22.9280955523887,22.8220837453278,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Pre-demographic dividend,PRE,9.78527527875231,..,..,..,..,9.3905098934646,..,..,..,..,8.89200749749759,..,..,..,..,8.98097627053393,9.02553405084313,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Small states,SST,14.3796023480115,..,..,..,..,13.017357649466,..,..,..,..,12.7449217923466,..,..,..,..,12.2919082106958,12.3430345928274,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,South Asia,SAS,16.0011965997607,..,..,..,..,15.3048619674485,..,..,..,..,14.7642257674141,..,..,..,..,14.860263366551,14.6689368576071,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,South Asia (IDA & IBRD),TSA,16.0011965997607,..,..,..,..,15.3048619674485,..,..,..,..,14.7642257674141,..,..,..,..,14.860263366551,14.6689368576071,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Sub-Saharan Africa,SSF,11.0499509826445,..,..,..,..,10.6364358841926,..,..,..,..,10.1304135422788,..,..,..,..,10.1485645773456,10.179561712224,..,..,..,..
