Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Cuba,CUB,46,44,41,41,40,38,40,40,41,38,39,40,39,38,37
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Cyprus,CYP,14,9,10,9,9,8,9,8,8,8,7,6,8,7,6
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Czech Republic,CZE,7,7,6,6,5,5,5,4,4,4,4,4,4,4,4
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Denmark,DNK,8,8,8,7,7,6,6,6,5,5,5,4,4,4,4
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Djibouti,DJI,507,490,470,449,426,335,320,299,283,272,262,256,256,247,246
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Dominican Republic,DOM,80,75,75,76,81,90,92,95,96,95,94,94,94,94,94
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Ecuador,ECU,122,117,110,100,94,85,82,80,78,76,71,67,65,63,61
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,"Egypt, Arab Rep.",EGY,64,63,60,57,54,47,45,45,45,42,42,40,39,39,38
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,El Salvador,SLV,73,75,68,66,64,58,57,57,54,53,52,50,49,48,47
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Equatorial Guinea,GNQ,454,421,392,370,357,322,314,310,308,308,305,300,295,296,301
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Eritrea,ERI,1280,1180,1130,1060,938,635,605,583,567,558,549,540,530,518,498
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Estonia,EST,29,27,25,20,18,17,14,14,11,13,12,10,11,10,11
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Eswatini,SWZ,521,528,534,538,539,496,474,460,450,441,435,432,434,435,436
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Ethiopia,ETH,1030,988,985,972,929,731,681,638,597,558,527,498,472,446,422
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Fiji,FJI,51,49,48,48,47,43,42,40,39,38,38,37,36,35,34
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Finland,FIN,6,5,5,5,5,4,4,4,4,4,4,4,3,3,3
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,France,FRA,10,10,10,9,9,9,9,9,9,9,9,9,8,8,8
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Gabon,GAB,380,370,361,356,354,336,332,324,314,304,292,277,267,261,256
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,"Gambia, The",GMB,932,905,876,843,802,690,675,668,661,656,650,644,637,625,611
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Georgia,GEO,31,33,42,37,38,36,39,43,32,32,30,30,29,27,26
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Germany,DEU,7,7,7,6,6,6,6,6,6,6,5,5,5,5,5
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Ghana,GHA,484,445,415,398,384,349,342,339,339,339,336,331,325,320,314
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Greece,GRC,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Grenada,GRD,38,36,34,34,38,31,30,30,29,28,28,27,26,25,25
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Guatemala,GTM,161,147,145,137,137,132,125,131,129,122,118,113,107,103,98
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Guinea,GIN,1020,1070,1090,1080,1020,772,754,750,747,748,744,731,767,699,621
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Guinea-Bissau,GNB,1210,1180,1150,1110,1050,860,827,800,779,762,744,726,711,694,679
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Guyana,GUY,231,216,227,226,220,208,192,185,179,180,185,175,174,172,170
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Haiti,HTI,437,437,441,446,513,473,484,484,506,496,500,496,492,488,489
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Honduras,HND,85,83,80,78,77,77,76,75,74,72,70,69,68,67,65
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Hungary,HUN,16,15,16,15,15,15,14,13,13,13,12,12,12,12,12
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Iceland,ISL,6,6,6,6,6,5,5,5,5,5,4,4,5,4,4
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,India,IND,370,354,336,319,303,255,240,225,210,197,185,175,166,158,150
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Indonesia,IDN,272,269,265,261,264,243,239,234,228,221,214,207,199,192,184
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,"Iran, Islamic Rep.",IRN,48,44,41,39,36,30,28,25,22,19,18,17,17,17,16
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Iraq,IRQ,79,76,74,136,122,138,90,75,70,67,66,75,92,83,78
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Ireland,IRL,7,7,6,6,6,6,7,7,6,7,6,6,6,6,6
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Israel,ISR,7,7,7,6,6,5,4,4,4,4,4,4,4,3,3
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Italy,ITA,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Jamaica,JAM,77,79,78,79,80,79,79,79,79,79,79,79,78,78,80
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Japan,JPN,9,8,8,7,7,6,6,6,6,6,5,5,5,5,5
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Jordan,JOR,70,68,65,63,62,56,55,54,53,52,52,51,49,48,47
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Kazakhstan,KAZ,61,57,52,49,46,36,30,24,22,19,17,14,13,12,10
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Kenya,KEN,708,702,692,678,653,545,513,472,432,398,373,364,358,353,346
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Kiribati,KIR,136,131,127,124,121,115,115,113,112,110,107,104,100,97,94
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,"Korea, Dem. People’s Rep.",PRK,139,128,122,121,120,119,118,113,106,100,96,94,93,91,90
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,"Korea, Rep.",KOR,17,15,15,16,15,15,15,16,15,14,13,13,12,12,11
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Kuwait,KWT,10,10,10,10,10,10,10,10,10,10,11,11,11,11,12
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Kyrgyz Republic,KGZ,79,76,83,82,79,84,81,80,79,79,74,70,69,66,63
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Lao PDR,LAO,544,517,491,465,437,360,336,314,292,272,254,238,223,209,196
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Latvia,LVA,34,35,33,34,32,32,29,28,26,26,23,27,24,23,26
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Lebanon,LBN,28,27,26,25,24,23,23,23,23,25,25,27,28,29,29
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Lesotho,LSO,614,633,653,671,680,652,623,607,594,585,586,583,579,574,559
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Liberia,LBR,894,913,1010,878,837,754,738,724,708,694,683,674,688,691,661
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Libya,LBY,70,68,66,64,61,53,52,53,53,56,55,58,63,70,73
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Lithuania,LTU,17,16,14,14,13,14,13,11,10,10,10,10,9,9,8
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Luxembourg,LUX,10,10,9,8,8,8,6,7,8,8,7,6,6,5,5
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Madagascar,MDG,559,552,547,543,539,503,491,474,453,432,413,394,378,363,348
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Malawi,MWI,749,735,714,687,654,526,493,466,444,428,413,396,381,370,358
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Malaysia,MYS,38,36,34,33,32,30,29,29,30,30,30,30,30,30,29
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Maldives,MDV,125,111,105,97,89,71,72,71,67,62,60,58,56,54,54
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Mali,MLI,836,797,764,739,715,663,661,661,660,663,663,663,642,620,590
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Malta,MLT,9,10,9,10,9,8,8,7,8,7,7,7,6,7,6
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Mauritania,MRT,834,835,836,836,830,820,819,822,824,822,812,805,796,785,777
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Mauritius,MUS,59,54,54,57,54,56,53,59,66,54,63,60,70,73,67
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Mexico,MEX,55,55,56,55,54,49,49,51,46,43,41,39,38,36,34
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,"Micronesia, Fed. Sts.",FSM,154,150,163,141,137,123,118,114,110,106,103,99,96,95,90
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Moldova,MDA,44,39,38,36,32,31,29,28,29,21,22,21,23,22,20
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Mongolia,MNG,155,138,124,114,106,85,80,73,66,59,54,51,49,47,46
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Montenegro,MNE,12,12,11,11,10,8,8,8,7,7,7,6,6,6,6
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Morocco,MAR,188,174,162,152,142,113,106,99,92,86,81,78,76,74,72
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Mozambique,MOZ,798,745,700,657,615,505,471,439,412,389,371,356,339,318,301
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Myanmar,MMR,340,331,323,314,307,287,289,274,265,259,254,251,247,246,245
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Namibia,NAM,348,352,356,359,358,306,284,276,266,256,240,231,223,217,207
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Nepal,NPL,553,521,520,470,447,361,342,323,305,285,266,248,231,236,200
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Netherlands,NLD,13,13,13,12,11,9,8,8,7,7,7,6,6,6,6
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,New Zealand,NZL,12,11,12,12,11,11,10,11,11,10,10,9,10,10,10
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Nicaragua,NIC,162,157,151,145,138,121,116,113,112,110,108,105,103,101,100
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Niger,NER,813,803,795,782,770,725,709,688,663,639,616,594,573,555,530
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Nigeria,NGA,1200,1200,1180,1170,1130,1010,996,987,978,972,963,951,943,931,925
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,North Macedonia,MKD,13,12,12,10,11,10,8,8,8,8,8,8,8,8,8
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Norway,NOR,6,5,5,5,5,4,4,4,4,4,3,3,3,3,3
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Oman,OMN,20,20,20,20,19,18,18,18,18,18,18,18,18,19,19
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Pakistan,PAK,286,275,264,254,243,214,205,199,191,180,173,166,161,154,143
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Panama,PAN,91,86,91,93,88,86,84,82,79,76,74,66,60,58,55
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Papua New Guinea,PNG,249,242,234,225,213,179,173,170,168,166,164,160,155,151,148
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Paraguay,PRY,194,191,188,185,180,163,158,153,148,145,141,138,135,132,130
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Peru,PER,144,138,132,127,122,112,108,106,104,102,100,98,96,94,91
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Philippines,PHL,160,163,160,156,156,149,148,149,144,141,139,136,131,127,124
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Poland,POL,7,6,5,5,5,4,4,3,3,3,3,3,2,2,2
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Portugal,PRT,10,10,10,10,10,9,9,9,9,9,9,8,8,9,9
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Puerto Rico,PRI,26,26,24,23,25,23,23,23,21,22,19,20,21,20,20
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Qatar,QAT,14,14,13,13,13,11,11,10,10,10,10,10,10,9,9
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Romania,ROU,54,49,47,43,39,30,28,28,27,24,23,21,21,21,21
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Russian Federation,RUS,56,53,51,49,45,32,30,27,25,23,22,20,19,18,18
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Rwanda,RWA,1160,1100,961,870,758,469,427,424,373,349,329,308,291,275,260
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Samoa,WSM,88,85,84,80,74,62,60,58,58,54,52,48,47,45,44
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Sao Tome and Principe,STP,179,173,169,167,166,154,150,145,140,137,134,132,131,130,130
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Saudi Arabia,SAU,24,24,23,23,22,21,20,20,19,18,18,17,17,17,17
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Senegal,SEN,553,545,537,532,526,504,492,472,447,423,400,381,364,346,330
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Serbia,SRB,13,13,13,13,13,12,12,12,12,12,12,12,12,13,12
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Seychelles,SYC,53,54,54,54,55,55,55,55,55,55,55,55,55,54,54
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Sierra Leone,SLE,2480,2250,2080,1960,1850,1610,1530,1450,1360,1270,1210,1180,1190,1180,1120
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Singapore,SGP,13,13,14,13,14,12,11,10,10,10,10,9,8,9,8
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Slovak Republic,SVK,8,8,7,7,7,7,6,6,6,6,6,6,5,6,6
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Slovenia,SVN,12,10,11,10,11,8,8,8,8,8,7,7,7,7,7
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Solomon Islands,SLB,245,233,222,210,199,172,159,152,141,134,127,122,120,112,108
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Somalia,SOM,1210,1170,1140,1100,1080,1030,1010,994,985,955,943,893,878,855,865
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,South Africa,ZAF,160,168,177,186,195,199,191,179,171,161,143,133,128,125,122
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,South Sudan,SSD,1730,1690,1660,1610,1550,1330,1250,1170,1100,1070,1050,1090,1140,1110,1130
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Spain,ESP,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Sri Lanka,LKA,56,53,50,50,48,43,42,41,38,38,37,37,36,36,36
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,St. Lucia,LCA,86,86,90,92,89,87,93,100,109,116,116,108,104,115,117
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,St. Vincent and the Grenadines,VCT,80,75,72,69,64,67,70,67,63,64,71,73,69,64,67
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Sudan,SDN,667,645,614,598,580,479,454,433,408,390,368,349,333,320,308
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Suriname,SUR,221,218,207,189,176,167,169,159,148,139,134,129,124,122,121
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Sweden,SWE,5,5,5,5,5,5,5,5,4,5,5,5,5,4,4
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Switzerland,CHE,7,7,7,7,7,6,6,6,6,6,6,6,5,5,5
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Syrian Arab Republic,SYR,26,26,26,25,26,26,26,26,27,28,28,29,30,30,30
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Tajikistan,TJK,53,52,43,35,33,27,26,26,23,22,21,20,19,18,17
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Tanzania,TZA,854,819,788,763,741,685,666,656,644,628,615,593,574,556,539
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Thailand,THA,43,43,44,44,46,42,43,43,42,41,39,39,38,38,37
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Timor-Leste,TLS,745,720,668,603,507,300,269,242,219,198,185,176,168,160,152
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Togo,TGO,489,489,489,489,488,480,473,458,440,422,410,404,401,398,395
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Tonga,TON,77,73,71,69,67,62,60,61,57,56,56,56,55,54,53
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Trinidad and Tobago,TTO,81,78,74,75,76,65,72,74,71,72,71,70,69,68,68
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Tunisia,TUN,66,63,60,57,54,47,47,46,46,46,46,46,46,46,45
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Turkey,TUR,42,41,39,38,35,28,27,25,24,23,22,20,19,19,18
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Turkmenistan,TKM,29,27,25,21,20,15,13,12,10,10,9,9,8,8,8
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Uganda,UGA,578,550,537,520,512,465,455,442,430,419,412,401,394,387,381
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Ukraine,UKR,35,33,33,32,33,33,33,27,25,23,24,23,24,21,20
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,United Arab Emirates,ARE,6,6,5,5,5,4,4,4,4,4,4,3,3,3,3
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,United Kingdom,GBR,10,11,11,11,11,11,11,10,10,9,8,8,8,8,7
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,United States,USA,12,13,13,13,13,14,14,15,15,15,16,16,16,18,19
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Uruguay,URY,26,25,25,23,23,20,19,19,17,17,17,18,17,18,18
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Uzbekistan,UZB,41,41,41,39,37,35,34,32,31,32,32,31,30,30,29
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Vanuatu,VUT,140,135,128,123,119,103,99,96,92,88,85,82,80,76,74
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,"Venezuela, RB",VEN,119,123,135,127,119,114,116,119,117,116,116,115,113,115,121
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Vietnam,VNM,68,65,62,59,57,49,49,48,47,47,46,46,45,45,44
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,West Bank and Gaza,PSE,70,69,70,66,64,56,53,50,45,42,40,36,37,32,29
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,"Yemen, Rep.",YEM,301,290,278,266,254,219,208,200,192,187,184,175,174,169,165
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Zambia,ZMB,528,491,465,453,437,387,356,329,305,283,267,254,242,232,222
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Zimbabwe,ZWE,579,629,666,680,686,671,657,632,598,557,528,509,494,480,468
Prevalence of overweight (% of children under 5),SH.STA.OWGH.ZS,Afghanistan,AFG,..,..,..,..,4.6,..,..,..,..,..,..,5.3,..,..,..
Prevalence of overweight (% of children under 5),SH.STA.OWGH.ZS,Albania,ALB,30.1,..,..,..,..,..,..,23.2,..,..,..,..,..,..,..
Prevalence of overweight (% of children under 5),SH.STA.OWGH.ZS,Algeria,DZA,14.7,..,15.1,..,..,..,..,..,..,..,12.4,..,..,..,..
