target,ids,date,flag,user,text,procesado
NEGATIVE,2057594945,Sat Jun 06 13:17:47 PDT 2009,NO_QUERY,MiDesfileNegro,@Rorzshach Are you sure? I'm worried  -hugs-,"['sure', 'worried']"
NEGATIVE,1825882182,Sun May 17 07:06:57 PDT 2009,NO_QUERY,Rahg0zar,aaaaaaaah ey darigho hasrate hamishegi nagahan cheghadr zood dir mishavad ,"['aaaaaaaah', 'darigho', 'hasrate', 'hamishegi', 'nagahan', 'cheghadr', 'zood', 'dir', 'mishavad']"
POSITIVE,1548862605,Fri Apr 17 22:12:37 PDT 2009,NO_QUERY,Quimo,@JonathanRKnight I love you for tweeting to us but how about getting your brother to do the same ,"['love', 'tweeting', 'getting', 'brother']"
NEGATIVE,1981108053,Sun May 31 08:26:09 PDT 2009,NO_QUERY,leojeanette,"but @RLfromNEXT RL,Love- no music was made! I am a die hard Next fan &amp; I've been waiting for that single since the 8th grade! I'm 23 now ","['music', 'made', 'die', 'hard', 'next', 'fan', 'amp', 'waiting', 'single', 'since', 'grade']"
POSITIVE,2052915633,Sat Jun 06 02:31:54 PDT 2009,NO_QUERY,U_Blogs,"@shehovn Ñ?ÑÐ¾ Ð½Ðµ Ñ?Ð²Ð»Ñ?ÐµÑÑ?Ñ? ÐºÐ»ÑÑÐµÐ²ÑÐ¼ ÑÐ°ÐºÑÐ¾ÑÐ¾Ð¼, Ñ?ÐºÐ¾ÑÐµÐµ Ð±Ð¾Ð½ÑÑ?Ð¾Ð¼. Ð Ñ?Ð¿ÑÑ?ÑÐ°Ð½Ð¾ ÐºÐ°Ðº Ð±Ð¾Ð½ÑÑ?. Ð?Ð¾ Ñ?Ð¿Ð°Ñ?Ð¸Ð±Ð¾ Ð·Ð° ÑÑÐ°Ñ?ÑÐ¸Ðµ ",['ðºð']
POSITIVE,1988949238,Sun May 31 23:51:56 PDT 2009,NO_QUERY,pigduck,@ThinkingJuice good luck on all that work!!! ,"['good', 'luck', 'work']"
POSITIVE,1979882170,Sun May 31 04:53:06 PDT 2009,NO_QUERY,nicosiaoceania,@gfalcone601 I'm voting for you for Ms Twitterworld. My folks insist that I vote for charice though coz she's filipino. But I like you. ,"['voting', 'twitterworld', 'folks', 'insist', 'vote', 'charice', 'though', 'coz', 'filipino', 'like']"
POSITIVE,1559875740,Sun Apr 19 12:16:20 PDT 2009,NO_QUERY,mofobamfyo,"....and yes, i CAN dowhateveriwant ","['yes', 'dowhateveriwant']"
POSITIVE,1981189898,Sun May 31 08:37:10 PDT 2009,NO_QUERY,HBryburns,@centava good morning....have a great day ,"['good', 'morning', 'great', 'day']"
POSITIVE,1996277157,Mon Jun 01 14:49:08 PDT 2009,NO_QUERY,meghan_furman,"haha, ok!  &lt;3 it'll be a thick bracelet, is that okay? @amy","['haha', 'thick', 'bracelet', 'okay']"
POSITIVE,1999570574,Mon Jun 01 20:27:01 PDT 2009,NO_QUERY,fcfdillon,sup new and old twitter friends? im trying to get to 300 followers! how about a tweet for me?  tell all your friends to follow @fcfdillon!,"['sup', 'new', 'old', 'twitter', 'friends', 'trying', 'get', 'followers', 'tweet', 'tell', 'friends', 'follow']"
POSITIVE,1563620210,Sun Apr 19 23:32:57 PDT 2009,NO_QUERY,kidblogger,"@markmcdonald101 Yeah, that'll work  ","['yeah', 'work']"
POSITIVE,1986071763,Sun May 31 18:16:38 PDT 2009,NO_QUERY,davechinnici,@alissaferrino I am happy to report I did NOT watch that finale! ,"['happy', 'report', 'watch', 'finale']"
POSITIVE,2031083465,Thu Jun 04 09:18:26 PDT 2009,NO_QUERY,emma_zero,@DorothySlemmer I do need to remember the sufferings due to lack of rain elsewhere. Thanks for the reminder Dorothy! ,"['need', 'remember', 'sufferings', 'due', 'lack', 'rain', 'elsewhere', 'thanks', 'reminder', 'dorothy']"
NEGATIVE,1973400065,Sat May 30 11:04:28 PDT 2009,NO_QUERY,jessicalina,@jazazmine omgg yess(: im gonna miss jason wimp and all the other seniors to dance with tho ,"['omgg', 'yess', 'gon', 'miss', 'jason', 'wimp', 'seniors', 'dance', 'tho']"
POSITIVE,1685241488,Sat May 02 23:35:06 PDT 2009,NO_QUERY,autumn0000,@hopelessfangirl enjoy Wolverine  hope you have a great bday!,"['enjoy', 'wolverine', 'hope', 'great', 'bday']"
POSITIVE,1883560466,Fri May 22 08:44:47 PDT 2009,NO_QUERY,adowling,@beneubanks Either that or whatever was driving off @sharlyn_lauby at #alshrm has followed you online  heehee,"['either', 'whatever', 'driving', 'alshrm', 'followed', 'online', 'heehee']"
POSITIVE,2187574032,Mon Jun 15 20:29:01 PDT 2009,NO_QUERY,spazzgirl68,@DBUniverse we love you! come back buddy! ,"['love', 'come', 'back', 'buddy']"
POSITIVE,1994013744,Mon Jun 01 11:16:40 PDT 2009,NO_QUERY,CarolinaSunrise,got to leave school early.   geometry exam tomorrow.  pretty sure i'm going it will be the death of me,"['got', 'leave', 'school', 'early', 'geometry', 'exam', 'tomorrow', 'pretty', 'sure', 'going', 'death']"
POSITIVE,1996089094,Mon Jun 01 14:31:03 PDT 2009,NO_QUERY,Minxieee,cineva care a cautat pe google &quot;cum sa devin inteligent&quot; a ajuns pe blogul meu ,"['cineva', 'care', 'cautat', 'google', 'quot', 'cum', 'devin', 'inteligent', 'quot', 'ajuns', 'blogul', 'meu']"
POSITIVE,1984798524,Sun May 31 15:49:53 PDT 2009,NO_QUERY,eagledawg,@sevinfo Go Bears! Lived in North Bay &amp; still miss the area sometimes ,"['bears', 'lived', 'north', 'bay', 'amp', 'still', 'miss', 'area', 'sometimes']"
POSITIVE,1990121940,Mon Jun 01 03:57:05 PDT 2009,NO_QUERY,roxiijonas,watching hannah montana with sterling knight ,"['watching', 'hannah', 'montana', 'sterling', 'knight']"
POSITIVE,1548317457,Fri Apr 17 20:37:23 PDT 2009,NO_QUERY,PatchWalker,@rleseberg Thanks for the #followfriday love  You're too cool!,"['thanks', 'followfriday', 'love', 'cool']"
POSITIVE,1969286871,Fri May 29 23:34:04 PDT 2009,NO_QUERY,lesliLeopard,@itsmarababy he squealed ? wtfuck ? haha. wow does he like sammie on his nuts ? ,"['squealed', 'wtfuck', 'haha', 'wow', 'like', 'sammie', 'nuts']"
NEGATIVE,1979379042,Sun May 31 02:47:29 PDT 2009,NO_QUERY,giuntini,"Que tï¿½dio,  ninguem on no twitter? Impossible!!","['que', 'ninguem', 'twitter', 'impossible']"
POSITIVE,2049819189,Fri Jun 05 17:33:22 PDT 2009,NO_QUERY,BubbleNaz,Ok so 30 more min till the weekend! ,"['min', 'till', 'weekend']"
NEGATIVE,1994944678,Mon Jun 01 12:42:21 PDT 2009,NO_QUERY,jossoco,eating yogurt without a spoon ,"['eating', 'yogurt', 'without', 'spoon']"
POSITIVE,1956940825,Thu May 28 23:05:05 PDT 2009,NO_QUERY,michiikawaii,"@Marion_Archie nope. hindi ako member ng APTC e.. btw, I'm gonna add you on friendster ha ","['nope', 'hindi', 'ako', 'member', 'aptc', 'btw', 'gon', 'add', 'friendster']"
POSITIVE,1676099287,Fri May 01 21:05:47 PDT 2009,NO_QUERY,spangiepantz,@KalebNation hahaha twitter is indeed very addictive!  great video!,"['hahaha', 'twitter', 'indeed', 'addictive', 'great', 'video']"
POSITIVE,1969365623,Fri May 29 23:48:34 PDT 2009,NO_QUERY,onlyparijat,@meghanaksagar office LAN?? Nooooo.... over at a friends place... 7 people in one game... awesome! ,"['office', 'lan', 'nooooo', 'friends', 'place', 'people', 'one', 'game', 'awesome']"
NEGATIVE,2180977922,Mon Jun 15 11:11:57 PDT 2009,NO_QUERY,beccawik,thanks @Scheels but we didn't go  maybe tomorrow! i'm really new at cycling--all levels right?,"['thanks', 'maybe', 'tomorrow', 'really', 'new', 'cycling', 'levels', 'right']"
NEGATIVE,1751739731,Sat May 09 20:09:42 PDT 2009,NO_QUERY,rhiannondeford,"@viennakiss hahaha, its all good due to the fact of what else he got me. btw, I miss you ","['hahaha', 'good', 'due', 'fact', 'else', 'got', 'btw', 'miss']"
POSITIVE,1795958049,Thu May 14 08:39:09 PDT 2009,NO_QUERY,gchance,@AmEndurance From my experience it's purely random ,"['experience', 'purely', 'random']"
POSITIVE,1990655632,Mon Jun 01 05:25:49 PDT 2009,NO_QUERY,mihaigheza,"@mihaim congrats! yes, it seems we're all going to Berlin ","['congrats', 'yes', 'seems', 'going', 'berlin']"
POSITIVE,2068294217,Sun Jun 07 13:50:13 PDT 2009,NO_QUERY,KoolioHoolio,@TwilightGirl_09 lool nah dw trustt me lol its at 10 ,"['lool', 'nah', 'trustt', 'lol']"
NEGATIVE,1992767259,Mon Jun 01 09:17:19 PDT 2009,NO_QUERY,lizvengeance,"@Abii_BWS_PMG it feels soooo good apart from, my printer breaking i didnt get to put any research in.. so my mark automatically lower ","['feels', 'soooo', 'good', 'apart', 'printer', 'breaking', 'didnt', 'get', 'put', 'research', 'mark', 'automatically', 'low']"
POSITIVE,1970418122,Sat May 30 03:47:24 PDT 2009,NO_QUERY,filipepipi,@AntWakefield thanks Ant! ,"['thanks', 'ant']"
POSITIVE,1991871122,Mon Jun 01 07:48:36 PDT 2009,NO_QUERY,rap25,"I gotta watch terminator salvation again..dang..well, g'night evrybody! ","['got', 'watch', 'terminator', 'salvation', 'dang', 'well', 'evrybody']"
POSITIVE,1962748690,Fri May 29 11:35:20 PDT 2009,NO_QUERY,judyrvc,@donniewahlberg Just got to my hotel which overlooks the tampa fairgrounds. Wish you were gonna be here tomorrow...next time ,"['got', 'hotel', 'overlooks', 'tampa', 'fairgrounds', 'wish', 'gon', 'tomorrow', 'next', 'time']"
NEGATIVE,2322189814,Wed Jun 24 22:11:41 PDT 2009,NO_QUERY,Mizz_Dee,I'm so board. Too bad I don't have anyone to tlk too. ,"['board', 'bad', 'anyone', 'tlk']"
POSITIVE,1969740498,Sat May 30 01:03:17 PDT 2009,NO_QUERY,princess0419,had a good breakfast. tnx mom! ,"['good', 'breakfast', 'tnx', 'mom']"
NEGATIVE,1972434539,Sat May 30 09:13:05 PDT 2009,NO_QUERY,Heyitskfe,"Opening store, by myself until 2  JOY!","['opening', 'store', 'joy']"
POSITIVE,2066082453,Sun Jun 07 09:51:18 PDT 2009,NO_QUERY,carnevaleee,http://twitpic.com/6u5qr - the cutest twins mowing the mushrooms ,"['cut', 'twins', 'mowing', 'mushrooms']"
NEGATIVE,2322849874,Wed Jun 24 23:24:01 PDT 2009,NO_QUERY,CubanaYogini,A bug has (almost completely) taken over the Marcum household.  ,"['bug', 'almost', 'completely', 'taken', 'marcum', 'household']"
POSITIVE,2178322920,Mon Jun 15 07:31:51 PDT 2009,NO_QUERY,misterebby,@Bobbiella it's really tasty too ,"['really', 'tasty']"
POSITIVE,1970954731,Sat May 30 05:46:33 PDT 2009,NO_QUERY,Sambo_O,loving The Big Bang Theory. thanks to @tlutze for the tip ,"['loving', 'big', 'bang', 'theory', 'thanks', 'tip']"
POSITIVE,2004432214,Tue Jun 02 08:11:32 PDT 2009,NO_QUERY,lakesis1981,all you need is love ,"['need', 'love']"
NEGATIVE,2051223691,Fri Jun 05 21:12:18 PDT 2009,NO_QUERY,jhirsch01,My hopes of firingup my Xbox when I got home were dashed when I found out power was out ,"['hopes', 'firingup', 'xbox', 'got', 'home', 'dashed', 'found', 'power']"
NEGATIVE,1833702625,Mon May 18 00:09:50 PDT 2009,NO_QUERY,Mundinator,@renemonney Jam Wow was just not as good tho. ,"['jam', 'wow', 'good', 'tho']"
NEGATIVE,2062442953,Sat Jun 06 23:14:46 PDT 2009,NO_QUERY,Mirahtrunks,@mani_fresh I want a tan  haha,"['want', 'tan', 'haha']"
POSITIVE,1833528465,Sun May 17 23:34:41 PDT 2009,NO_QUERY,skitterrusty,@mmci1525 Well it's going over a long period of time. The Macbook is kinda a long way off ,"['well', 'going', 'long', 'period', 'time', 'macbook', 'kinda', 'long', 'way']"
POSITIVE,1990400365,Mon Jun 01 04:46:07 PDT 2009,NO_QUERY,ashokjjr,@shankargan each and every revolutionary products needs an applause. tune into exactly 1:14:00 the applause doesnt seems to be begging ,"['every', 'revolutionary', 'products', 'needs', 'applause', 'tune', 'exactly', 'applause', 'doesnt', 'seems', 'begging']"
NEGATIVE,1975084044,Sat May 30 14:24:51 PDT 2009,NO_QUERY,janett08,"@fragileheartxx SCREAM, I can't see it either. ","['scream', 'see', 'either']"
NEGATIVE,1962955758,Fri May 29 11:58:58 PDT 2009,NO_QUERY,drewcantu,@jasonwitmer you haven't drawn me yet ,"['drawn', 'yet']"
POSITIVE,2175680817,Mon Jun 15 01:40:59 PDT 2009,NO_QUERY,iamaniela,"uh, you suckk maan. sorry to say ","['suckk', 'maan', 'sorry', 'say']"
POSITIVE,1754762817,Sun May 10 07:18:38 PDT 2009,NO_QUERY,ruiyingzhang,Happy mother's day! ,"['happy', 'mother', 'day']"
NEGATIVE,1957309670,Fri May 29 00:07:04 PDT 2009,NO_QUERY,Socks89,Been working lots of overtime this week. Only just realized I booked a half day tomorrow so this week will just break even ,"['working', 'lots', 'overtime', 'week', 'realized', 'booked', 'half', 'day', 'tomorrow', 'week', 'break', 'even']"
POSITIVE,1983535668,Sun May 31 13:20:37 PDT 2009,NO_QUERY,strawberrysgirl,"@wordwhizkid No wrinkles, no skin cancer, no looking like a leather wallet when you're older...tanning sucks! ","['wrinkles', 'skin', 'cancer', 'looking', 'like', 'leather', 'wallet', 'old', 'tanning', 'sucks']"
NEGATIVE,2259828162,Sat Jun 20 18:13:43 PDT 2009,NO_QUERY,KrystleMiller,@breezyefbaby u scare me ,['scare']
POSITIVE,2189946718,Tue Jun 16 01:20:12 PDT 2009,NO_QUERY,hannahkashman,@El27uk YEAHH! listen to Ashley! REPLY TO ME hahaaa ,"['yeahh', 'listen', 'ashley', 'reply', 'hahaaa']"
NEGATIVE,2189377844,Mon Jun 15 23:53:29 PDT 2009,NO_QUERY,Supertiagirl,I can't sleep without my boy wrapping his arms around me.....  it's gonna b a long night (sigh),"['sleep', 'without', 'boy', 'wrapping', 'arms', 'around', 'gon', 'long', 'night', 'sigh']"
NEGATIVE,2184018286,Mon Jun 15 15:18:12 PDT 2009,NO_QUERY,caatheedee,"@iheartuteddie Yeah, i was hoping to get the free one. (Hahaha!) Not yet out ","['yeah', 'hoping', 'get', 'free', 'one', 'hahaha', 'yet']"
NEGATIVE,2070238788,Sun Jun 07 17:20:23 PDT 2009,NO_QUERY,clastro,"@tylercamille hahahha. Yeaman, my poor lil legs thighs n feet! ","['hahahha', 'yeaman', 'poor', 'lil', 'legs', 'thighs', 'feet']"
POSITIVE,2049463008,Fri Jun 05 16:55:30 PDT 2009,NO_QUERY,Robo_Ally,Crystals birthday dinner!!! I made her a twilight cake!!! She loved it. We bought her a coach purse. She doesn't know yet. Haha!!! ,"['crystals', 'birthday', 'dinner', 'made', 'twilight', 'cake', 'loved', 'bought', 'coach', 'purse', 'know', 'yet', 'haha']"
NEGATIVE,2249455487,Fri Jun 19 22:21:47 PDT 2009,NO_QUERY,thankgod4honda,@AngieAreI please be careful while you're gone ,"['please', 'careful', 'gone']"
POSITIVE,1977807268,Sat May 30 21:45:16 PDT 2009,NO_QUERY,UVAHooGirl,go hoos!!!  loving this baseball team ,"['hoos', 'loving', 'baseball', 'team']"
NEGATIVE,2325167707,Thu Jun 25 04:54:51 PDT 2009,NO_QUERY,Crockettsgirl,Working till 3 ,"['working', 'till']"
POSITIVE,1694647251,Mon May 04 03:33:17 PDT 2009,NO_QUERY,dwhirsch,"@wolfie_Rankin yep to you buddy  long time no talk, hows things and i see your cat still like sinking fangs into your ankle lol ","['yep', 'buddy', 'long', 'time', 'talk', 'hows', 'things', 'see', 'cat', 'still', 'like', 'sinking', 'fangs', 'ankle', 'lol']"
NEGATIVE,1992071031,Mon Jun 01 08:09:00 PDT 2009,NO_QUERY,Kristaynuh,@notgunnahappen did you find your turtle? ,"['find', 'turtle']"
POSITIVE,1822828393,Sat May 16 20:28:57 PDT 2009,NO_QUERY,alexandrakor,@grannypig nice seats then! twitpic-ing any pics? oh and did you enjoy a crab sandwich? ,"['nice', 'seats', 'pics', 'enjoy', 'crab', 'sandwich']"
NEGATIVE,1687301257,Sun May 03 08:19:39 PDT 2009,NO_QUERY,savagestar,@marodi I'm good! It's a bit cloudy here.   How are you?,"['good', 'bit', 'cloudy']"
POSITIVE,1969004795,Fri May 29 22:46:22 PDT 2009,NO_QUERY,RichardWelsh,@brexians good to hear from you!  thanks for the #followfriday mention,"['good', 'hear', 'thanks', 'followfriday', 'mention']"
NEGATIVE,1694356045,Mon May 04 02:15:03 PDT 2009,NO_QUERY,natashasaurus,@Amileegrant hey whats happening on masterchef? cousins have taken over the tv and i cant watch it ,"['hey', 'whats', 'happening', 'masterchef', 'cousins', 'taken', 'cant', 'watch']"
NEGATIVE,2002296411,Tue Jun 02 03:47:29 PDT 2009,NO_QUERY,Tiff_frm_da_twn,Damn! I Was Cupcakin Wit My Boo All Night Long! Woohoo lol. I Love that boy. Can't sleep now thou ,"['damn', 'cupcakin', 'wit', 'boo', 'night', 'long', 'woohoo', 'lol', 'love', 'boy', 'sleep', 'thou']"
POSITIVE,2188029488,Mon Jun 15 21:11:06 PDT 2009,NO_QUERY,mariana_mx,@jasoncastro Cool! It would be lovely see some pics of you surfing  Hope you get a lovely surf board.,"['cool', 'would', 'lovely', 'see', 'pics', 'surfing', 'hope', 'get', 'lovely', 'surf', 'board']"
POSITIVE,1970952527,Sat May 30 05:46:08 PDT 2009,NO_QUERY,ipearlie,@mvo_darkwing: Happy Happy Birthday!!!  I'm glad you had a blast!  God bless!,"['happy', 'happy', 'birthday', 'glad', 'blast', 'god', 'bless']"
POSITIVE,2060346794,Sat Jun 06 18:44:03 PDT 2009,NO_QUERY,Vic_Lopez,@settherapist my data plan will allow me to see your twit pics now!!! ,"['data', 'plan', 'allow', 'see', 'twit', 'pics']"
POSITIVE,2174490012,Sun Jun 14 22:39:44 PDT 2009,NO_QUERY,tweeteradder31,@weezie23 Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip ,"['get', 'followers', 'day', 'using', 'add', 'everyone', 'train', 'pay', 'vip']"
POSITIVE,1880681213,Fri May 22 02:06:46 PDT 2009,NO_QUERY,rjlawson,"Forgot it was payday, nice surprise ","['forgot', 'payday', 'nice', 'surprise']"
NEGATIVE,1979587782,Sun May 31 03:41:31 PDT 2009,NO_QUERY,patpatnz,"@letsgetradical I am afraid of your house now, always seems to be full of sick people ","['afraid', 'house', 'always', 'seems', 'full', 'sick', 'people']"
NEGATIVE,2003157966,Tue Jun 02 05:59:58 PDT 2009,NO_QUERY,mcarey81,Trial day number two. Hope we get finished today. It's gonna be a long day!! ,"['trial', 'day', 'number', 'two', 'hope', 'get', 'finished', 'today', 'gon', 'long', 'day']"
NEGATIVE,2006584507,Tue Jun 02 11:22:59 PDT 2009,NO_QUERY,spinsallnight,I feel like throwing up! ,"['feel', 'like', 'throwing']"
NEGATIVE,2061082353,Sat Jun 06 20:08:36 PDT 2009,NO_QUERY,sera_brennan,GamerDNA's WoW img signature seems to hate me.  It doesn't want to update my character to her current gear. ,"['gamerdna', 'wow', 'img', 'signature', 'seems', 'hate', 'want', 'update', 'character', 'current', 'gear']"
POSITIVE,2013683089,Tue Jun 02 23:17:43 PDT 2009,NO_QUERY,iRAWR_,"my new backup twitter account is @HiSADDiCTiON_ i made one just because of what almost happened to this one, so add that one too ","['new', 'backup', 'twitter', 'account', 'made', 'one', 'almost', 'happened', 'one', 'add', 'one']"
POSITIVE,2049668573,Fri Jun 05 17:17:10 PDT 2009,NO_QUERY,CMcElwain,"@JaclynMargaret I've decided your Twitter is the complete opposite of mine, cheery and colorful.... Loves it. ","['decided', 'twitter', 'complete', 'opposite', 'mine', 'cheery', 'colorful', 'loves']"
NEGATIVE,2187975045,Mon Jun 15 21:05:48 PDT 2009,NO_QUERY,LaurieLimerick,Looks like I will be awake for awhile thanks to sleeping all night......flu bug ,"['looks', 'like', 'awake', 'awhile', 'thanks', 'sleeping', 'night', 'flu', 'bug']"
NEGATIVE,1794661506,Thu May 14 06:18:04 PDT 2009,NO_QUERY,jenxer,@clickwindrepeat she has a bald spot on her back that she won't leave alone.    @ChiefDork whipped up the piece of couture.  ,"['bald', 'spot', 'back', 'leave', 'alone', 'whipped', 'piece', 'couture']"
POSITIVE,1998107707,Mon Jun 01 18:00:20 PDT 2009,NO_QUERY,Stefanie1023,@xoxo_natalie ok I will let you know cus I really want u guys there!! ,"['let', 'know', 'cus', 'really', 'want', 'guys']"
POSITIVE,1977529400,Sat May 30 21:09:24 PDT 2009,NO_QUERY,ladydivaduh09,I BEEN ON THIS DANG COMPUTER SINCE I CAME HOME FROM WORK AND THAT WAS AT 3 O'CLOCK....ITS SO TIME TO GO TO BED.....LOL ,"['dang', 'computer', 'since', 'came', 'home', 'work', 'time', 'bed', 'lol']"
NEGATIVE,2234042529,Thu Jun 18 22:19:43 PDT 2009,NO_QUERY,MelissaDeAlba,I wish I can get another foot rub.  Jeff has those magic fingers that I love hehe,"['wish', 'get', 'another', 'foot', 'rub', 'jeff', 'magic', 'fingers', 'love', 'hehe']"
NEGATIVE,1986613591,Sun May 31 19:04:44 PDT 2009,NO_QUERY,danjlevy,@mtvcanada sorry guys! apparently none of my texts have been getting through all night! ,"['sorry', 'guys', 'apparently', 'none', 'texts', 'getting', 'night']"
NEGATIVE,2301222226,Tue Jun 23 15:09:29 PDT 2009,NO_QUERY,sneakypanda,My new ID pic didnt turn out so good  #trackle,"['new', 'pic', 'didnt', 'turn', 'good', 'trackle']"
POSITIVE,1964650604,Fri May 29 14:34:44 PDT 2009,NO_QUERY,joannabailey,just ordered a Bride's stunning invitations!  Letterpress makes me giddy ,"['ordered', 'bride', 'stunning', 'invitations', 'letterpress', 'makes', 'giddy']"
NEGATIVE,1573814613,Tue Apr 21 02:59:23 PDT 2009,NO_QUERY,3t3rn1ty,has a bigger bonus than she thought. Shame the tax man will rape it ,"['big', 'bonus', 'thought', 'shame', 'tax', 'man', 'rape']"
POSITIVE,2176410599,Mon Jun 15 03:48:01 PDT 2009,NO_QUERY,chiarraigrrl,"I am way too silly to be here today. so much to do, too... gah! ","['way', 'silly', 'today', 'much', 'gah']"
POSITIVE,1982566618,Sun May 31 11:27:58 PDT 2009,NO_QUERY,NicoleSxo,Hills Finale and The MTV movie awards tonight!! ,"['hills', 'finale', 'mtv', 'movie', 'awards', 'tonight']"
POSITIVE,1686042693,Sun May 03 03:27:15 PDT 2009,NO_QUERY,ideamonk,need firebug n web developer toolbar for fun and profit ,"['need', 'firebug', 'web', 'developer', 'toolbar', 'fun', 'profit']"
POSITIVE,2062635580,Sat Jun 06 23:49:24 PDT 2009,NO_QUERY,Chris_Tine17,@DonnieWahlberg u remember me?? Christine from NH 5* and launch party?? Holla at me if u see me!!!  much love mohegan full service soon!!,"['remember', 'christine', 'launch', 'party', 'holla', 'see', 'much', 'love', 'mohegan', 'full', 'service', 'soon']"
POSITIVE,1754244302,Sun May 10 05:33:43 PDT 2009,NO_QUERY,sabbygommy,Hanging out with my friend  i miss my friend,"['hanging', 'friend', 'miss', 'friend']"
NEGATIVE,1956388291,Thu May 28 21:46:21 PDT 2009,NO_QUERY,Foxyma2k9,Clearly I'm an addict. Migraine is explosive. I'm seconds from tears. Goodnight tweeps! ,"['clearly', 'addict', 'migraine', 'explosive', 'seconds', 'tears', 'goodnight', 'tweeps']"
POSITIVE,1559257587,Sun Apr 19 10:40:28 PDT 2009,NO_QUERY,lolo_rox,PRAISE THE LORD!!!!!  i love the lord! i really do  x,"['praise', 'lord', 'love', 'lord', 'really']"
NEGATIVE,1559546104,Sun Apr 19 11:25:28 PDT 2009,NO_QUERY,DirtyWhoreleb,@vichick NO!!!! Not the computer!!! Not the lifeline!!!! ,"['computer', 'lifeline']"
POSITIVE,1993773034,Mon Jun 01 10:54:33 PDT 2009,NO_QUERY,StephanieBrutal,I lovee Hello Kitty.Hmm and JEFFREE STAR......Hehehe Jeffree is AMAZING..i adore him ,"['lovee', 'hello', 'jeffree', 'star', 'hehehe', 'jeffree', 'amazing', 'adore']"
NEGATIVE,1883230984,Fri May 22 08:13:08 PDT 2009,NO_QUERY,Pam520,Screw optimism...that sh*t went out the window! This place is driving me insane!!! I need a vacation!!! UGH  http://myloc.me/1oim,"['screw', 'optimism', 'went', 'window', 'place', 'driving', 'insane', 'need', 'vacation', 'ugh']"
POSITIVE,1968929679,Fri May 29 22:34:22 PDT 2009,NO_QUERY,haydenblack,@loyaleagle thanks for that ,['thanks']
NEGATIVE,2052053585,Fri Jun 05 23:31:29 PDT 2009,NO_QUERY,vp_13,trying to finish this global essay. ,"['trying', 'finish', 'global', 'essay']"
POSITIVE,1985086452,Sun May 31 16:24:11 PDT 2009,NO_QUERY,summerdogstar,whoo! my hubby likes the 8-in-1 gingko coffee! it's my lucky day too because summer is eating and playing ,"['whoo', 'hubby', 'likes', 'gingko', 'coffee', 'lucky', 'day', 'summer', 'eating', 'playing']"
NEGATIVE,1963710159,Fri May 29 13:07:53 PDT 2009,NO_QUERY,JoshuaTindall,"#BGT Quite an awkward moment, poor girl  I hope she doesn't loose it again.","['bgt', 'quite', 'awkward', 'moment', 'poor', 'girl', 'hope', 'loose']"
NEGATIVE,2216817790,Wed Jun 17 20:00:36 PDT 2009,NO_QUERY,laceyynichole,i miss watching ace of cakes..its never on anymore.. ,"['miss', 'watching', 'ace', 'cakes', 'never', 'anymore']"
POSITIVE,1933214334,Tue May 26 23:17:50 PDT 2009,NO_QUERY,PaterzAttack,@Super_Kate I did  I got an ace award from him aswell lol.,"['got', 'ace', 'award', 'aswell', 'lol']"
POSITIVE,1565800019,Mon Apr 20 07:34:48 PDT 2009,NO_QUERY,CaSandra_Yson,people will now realize why i fuss over it so much! Happiness ,"['people', 'realize', 'fuss', 'much', 'happiness']"
NEGATIVE,1956785323,Thu May 28 22:41:07 PDT 2009,NO_QUERY,bustxamovex,@ckniepp why not?  ,[]
NEGATIVE,2282677599,Mon Jun 22 11:40:13 PDT 2009,NO_QUERY,HippyCakes,The only thing I dislike about my classes is have to see babies being born. Ew ,"['thing', 'dislike', 'classes', 'see', 'babies', 'born']"
POSITIVE,1988989827,Sun May 31 23:59:53 PDT 2009,NO_QUERY,Mirna023,@NKAirplay Thank you Jaime. Now I can go to bed happy. ,"['thank', 'jaime', 'bed', 'happy']"
NEGATIVE,2295502689,Tue Jun 23 08:00:37 PDT 2009,NO_QUERY,tessalonika,facebook is boring and lame ,"['facebook', 'boring', 'lame']"
POSITIVE,2052336892,Sat Jun 06 00:23:32 PDT 2009,NO_QUERY,maryxalicexhale,"Goodnight, Twitterverse.  &lt;3","['goodnight', 'twitterverse']"
NEGATIVE,2321632790,Wed Jun 24 21:20:13 PDT 2009,NO_QUERY,Sireneprincess,went swimming and then to george eastman house and the mt hope cemetary... i think im burnt  it was hot today,"['went', 'swimming', 'george', 'eastman', 'house', 'hope', 'cemetary', 'think', 'burnt', 'hot', 'today']"
POSITIVE,2013617559,Tue Jun 02 23:07:22 PDT 2009,NO_QUERY,feliw,@KirbyTheDog Yes exactly! While the men are out offing people this is what the wives do at home. Ha. Will check the Grizzly Bears out. ,"['yes', 'exactly', 'men', 'offing', 'people', 'wives', 'home', 'check', 'grizzly', 'bears']"
NEGATIVE,2057975355,Sat Jun 06 14:01:22 PDT 2009,NO_QUERY,delle_duh,Family reunion...losing service as i enter the unknown ,"['family', 'reunion', 'losing', 'service', 'enter', 'unknown']"
NEGATIVE,2193344863,Tue Jun 16 08:19:53 PDT 2009,NO_QUERY,MrsBamBam,@mrbambam tell my pooh @renesh I miss her and give her a big ol' hug ,"['tell', 'pooh', 'miss', 'give', 'big', 'hug']"
